Sha,Message,IsBugFix,Message,Response
ea07be87a5300e0e4d50563cfb14e963f3dee286,"Fixed exception: ""InvalidOperationException: Source column 'Label' is required but not found."" (#121)",True,"The commit message explicitly mentions fixing a specific known issue","{""IsBugFix"": true, ""Reason"": ""The commit message explicitly mentions fixing a specific known issue""}"
3780923d0d0e839c4e94edec7701c1ab7def7791,"Update TextLoader.cs (#129)",,"{""IsBugFix"": true or false, ""Reason"": ""A detailed explanation based on the commit message and typical patterns in version control naming""}","{""IsBugFix"": true or false, ""Reason"": ""A detailed explanation based on the commit message and typical patterns in version control naming""}"
8e60d97bed3909d0443c67e2057726ec8cbdf4b6,"Setting 'useHeader: false' in 'TrainAndPredictIrisModelTest' because there is '#' infront of header row in Iris.txt.",True,"The commit addresses a problem with the data format directly impacting functionality","{""IsBugFix"": true, ""Reason"": ""The commit addresses a problem with the data format directly impacting functionality""}"
5d03b5403ee690c6b05c5f7ec4c99e4b0bfbcc18,"Replaced calls to DateTime.Now with DateTime.UtcNow to be locale agnostic (#133)",True,"Changing the method addressing a potential issue for different time zones","{""IsBugFix"": true, ""Reason"": ""Changing the method addressing a potential issue for different time zones""}"
54a0b420262001c4db68e8f7d0524bd30328411c,"FastTree: Instantiate feature map for disk transpose and make Generalized Additive Models predictor resilient when feature map is not available. (#122)",True,"The commit specifically addresses resolving an issue with the feature map's availability affecting Generalized Additive Models.","{""IsBugFix"": true, ""Reason"": ""The commit specifically addresses resolving an issue with the feature map's availability affecting Generalized Additive Models.""}"
1b08ae43887887abb478130e070dd8407c5e17b9,"Fix entry point name for Logistic Regression (LogisticRegressor is misleading) (#139)",True,"The commit message clearly states a fix was made to the naming issue of an existing class.","{""IsBugFix"": true, ""Reason"": ""The commit message clearly states a fix was made to the naming issue of an existing class.""}"
ca3fca60845eafb3c27349b7a9d90b20204eb376,"Update NuGet packages to fill out all metadata. (#115)",False,"Updating package dependencies is typically for maintaining or improving the project's functionality rather than fixing a bug.","{""IsBugFix"": false, ""Reason"": ""Updating package dependencies is typically for maintaining or improving the project's functionality rather than fixing a bug.""}"
33c8364032570003bbdc0bee3c4546df35661c49,"Update MacroUtils to map trainer kinds to the correct suffix of trainer entry point names (#113)",True,"Directly references resolving an issue described by a commit hash","{""IsBugFix"": true, ""Reason"": ""Directly references resolving an issue described by a commit hash""}"
80a95b51ca4b182b0ed859cb8a928de5bb1e9289,"Fix build break (#146)",True,"The commit message directly references fixing a specific known issue","{""IsBugFix"": true, ""Reason"": ""The commit message directly references fixing a specific known issue""}"
31021805167253381b035913c3d87d0354d8173b,"Remove special case for Logistic Regression in MacroUtils.cs (#147)",True,"Addressing an issue by removing a specific condition implies fixing a bug or improving the code's generalizability.","{""IsBugFix"": true, ""Reason"": ""Addressing an issue by removing a specific condition implies fixing a bug or improving the code's generalizability.""}"
160e9e404cf810357358b397562d0b17363f68c8,"Add Parquet symbols nuget package. (#145)",False,"The commit message indicates the addition of a new library/package rather than fixing an existing issue.","{""IsBugFix"": false, ""Reason"": ""The commit message indicates the addition of a new library/package rather than fixing an existing issue.""}"
6d5a41d39face9e98c242d3db3ff10ea8e233cc1,"CollectionDataSource (train on top of memory collection instead of loading data from file) (#106)",True,"The commit message suggests optimizing the way data is handled, likely addressing a performance issue.","{""IsBugFix"": true, ""Reason"": ""The commit message suggests optimizing the way data is handled, likely addressing a performance issue.""}"
52ea9627161d3b3e069b2ce7453bf0feeace59ec,"Prevent learning pipeline from adding null transform model to the pipeline (#154)",True,"The commit title indicates it is addressing a specific problem related to the functioning of the learning pipeline.","{""IsBugFix"": true, ""Reason"": ""The commit title indicates it is addressing a specific problem related to the functioning of the learning pipeline.""}"
83f9bac40939d3fe3485059710f5bd4456bcf02e,"Added Microsoft.ML.Benchmarks Project (#62)",False,"The commit message refers to adding a new project which could be for performance tracking or benchmarking, not directly fixing a bug.","{""IsBugFix"": false, ""Reason"": ""The commit message refers to adding a new project which could be for performance tracking or benchmarking, not directly fixing a bug.""}"
436700aadf615e7f05a22925476cc441c63a919d,"Publishing nuget packages to myget feed. (#155)",False,"Publishing NuGet packages appears to be a feature or distribution task rather than related to fixing bugs.","{""IsBugFix"": false, ""Reason"": ""Publishing NuGet packages appears to be a feature or distribution task rather than related to fixing bugs.""}"
efa264435b8d3121f5e0e9514cd5dfa158ce3741,"Fix a bug in Tree leaf featurizer entry point, and add a test for it. (#131)",True,"The commit directly addresses fixing an issue (bug) and also includes testing for the fix.","{""IsBugFix"": true, ""Reason"": ""The commit directly addresses fixing an issue (bug) and also includes testing for the fix.""}"
c5d168d1b0f9d26ab0443e8bc7c2a820a970de43,"no need to add combiner if you don't have transforms. (#172)",True,"Suggested removal of code due to potential issue","{""IsBugFix"": true, ""Reason"": ""Suggested removal of code due to potential issue""}"
616e75f779f66554e4fe22d14540be121061b383,"Change ""Documentation"" folder to ""docs"" (#87)",False,"This commit appears targeted at renaming a directory rather than addressing a bug.","{      ""IsBugFix"": false,       ""Reason"": ""This commit appears targeted at renaming a directory rather than addressing a bug.""  }"
ae1ecefce576baed2419bd61f5782489d94d1821,"Fixed RandomUtils.NextFloat() extension methods (#177)",True,"The commit message directly references fixing an issue with a specific method","{""IsBugFix"": true, ""Reason"": ""The commit message directly references fixing an issue with a specific method""}"
720ecdc4d5e4540667901a549ac57079123639a3,"Support packages.config (#165)",True,"The issue tag might indicate an existing problem with .config files","{""IsBugFix"": true, ""Reason"": ""The issue tag might indicate an existing problem with .config files""}"
f16737ca7ed06ef7c836fe59ad3288b573a9d70b,"Compile CpuMathNative and FastTreeNative with charset=utf-8, fix for issue #78 (#187)",True,"The commit specifically refers to fixing an issue, identifiable by the issue number.","{""IsBugFix"": true, ""Reason"": ""The commit specifically refers to fixing an issue, identifiable by the issue number.""}"
3f586bda6098654f52a9c4e11ee6887c3984b519,"handle boolean type in construction utils. (#183)",True,"It seems this commit addresses an issue with handling Boolean types","{""IsBugFix"": true, ""Reason"": ""It seems this commit addresses an issue with handling Boolean types""}"
86f5ee663611f6c97ddb87be1150601018d74b4b,"Code generate TextLoader API and enhance it with convenience API. (#142)",False,"This describes feature addition, not a bug fix.","{""IsBugFix"": false, ""Reason"": ""This describes feature addition, not a bug fix.""}"
3012428bdf2629c991f1dd90eac7d424b20a2fcf,"Migration of first `IDataView` docs (#173)",True,"The mentioning of migrating documents could imply addressing issues or bugs with the previous data handling.","{""IsBugFix"": true, ""Reason"": ""The mentioning of migrating documents could imply addressing issues or bugs with the previous data handling.""}"
7a5b303a6bf4fe8c2d32b63c8cb74c60624b909b,"Added Block Size Checks for ParquetLoader (#120)",True,"The commit title indicates an addition related to error handling or quality control","{""IsBugFix"": true, ""Reason"": ""The commit title indicates an addition related to error handling or quality control""}"
2207a270d088581ca7649ff4a448346941dfd605,"Adding support for training metrics in PipelineSweeperMacro + new graph variable outputs (#152)",False,"The commit message suggests adding a feature rather than fixing an existing bug.","{""IsBugFix"": false, ""Reason"": ""The commit message suggests adding a feature rather than fixing an existing bug.""}"
73d894beec9cb0501ffebd3b958c255d3a4da0b8,"CV macro with stratification column doesn't work (#213)",True,"Mention of functioning issue indicates potential bugs","{""IsBugFix"": true, ""Reason"": ""Mention of functioning issue indicates potential bugs""}"
76393f424e6f3f37f5db73a5b4f8dc6747201ffa,"Fixes build errors caused by spaces in the project path (#196)",True,"The commit is directly addressing a specific error related to code or system functionality.","{""IsBugFix"": true, ""Reason"": ""The commit is directly addressing a specific error related to code or system functionality.""}"
d51321cb2c1e6c35639f00e777b4415901c55f50,"switch housing dataset to wine (#170)",True,"The change from 'housing' to 'wine' suggests a correction of the dataset used in previous commits.","{""IsBugFix"": true, ""Reason"": ""The change from 'housing' to 'wine' suggests a correction of the dataset used in previous commits.""}"
2bbef1726bda3d60627399b8c4457244597b72ae,"Prevent annoying error in VSmac (#219)",True,"Specific commit reference indicates an attempt to fix a known bug (#219)","{""IsBugFix"": true, ""Reason"": ""Specific commit reference indicates an attempt to fix a known bug (#219)""}"
35b8134e9d1621783aef5f55afe67daad1aeea81,"Remove label requirement for PCA anomaly detector entry point. (#221)",True,"Deleting code can be related to fixing a bug if the previous implementation caused an issue or was redundant.","{""IsBugFix"": true, ""Reason"": ""Deleting code can be related to fixing a bug if the previous implementation caused an issue or was redundant.""}"
b6e9e74944682b70ab2ece56de2723ee7f69ca53,"Don't create parallel cursor if we have only one element in dataview (#197)",True,"Adjusting logic for a specific bug related to cursor activity when there is only one element","{""IsBugFix"": true, ""Reason"": ""Adjusting logic for a specific bug related to cursor activity when there is only one element""}"
9b23dd9d3257ddf716732e0fa627191e67df6714,"Combine the fold metrics into one data view in CV macro. (#207)",True,"Merging metrics suggest a refactoring task aimed at correctness or efficiency improvement","{""IsBugFix"": true, ""Reason"": ""Merging metrics suggest a refactoring task aimed at correctness or efficiency improvement""}"
5ebf6147f4b7a684be5b667bc05efd01af2a76ec,"Enabling FastTreeBinaryClassificationNoOpGroupIdTest (#227)",True,"The commit message refers to testing a specific feature which could be related to bug fixing","{""IsBugFix"": true, ""Reason"": ""The commit message refers to testing a specific feature which could be related to bug fixing""}"
b069ba23ceecff4a93fd14dc297166fb03941032,"Enables FastTreeHighMinDocsTest (#228)",True,"The commit title suggests it's related to a specific test case #228 which could indicate addressing an issue or bug","{""IsBugFix"": true, ""Reason"": ""The commit title suggests it's related to a specific test case #228 which could indicate addressing an issue or bug""}"
38cd636ec842b0da9c0a2bf085719bd973d10f76,"Enables RandomCalibratorPerceptronTest (#231)",True,"The commit title suggests addressing an issue with the Perceptron class","{""IsBugFix"": true, ""Reason"": ""The commit title suggests addressing an issue with the Perceptron class""}"
5860a4edd08e125281fca499dc039de80baccd90,"Enables Calibrators Tests for Linear Svm (#233)",True,"The commit clearly relates to fixing tests related to a specific issue","{""IsBugFix"": true, ""Reason"": ""The commit clearly relates to fixing tests related to a specific issue""}"
b1bbceb9986f5c6d35479fcfcfbbd72488afecfe,"Add examples for clustering (#222)",False,"Providing examples is related to enhancing functionality or documentation rather than fixing a bug.","{""IsBugFix"": false, ""Reason"": ""Providing examples is related to enhancing functionality or documentation rather than fixing a bug.""}"
5d368b801fac6dfa8f0200d777192f038004d514,"Change ""Documentation"" folder to ""docs"" (#240)",False,"Renaming folders is typically not related to fixing bugs but rather improving code readability or maintainability.","{""IsBugFix"": false, ""Reason"": ""Renaming folders is typically not related to fixing bugs but rather improving code readability or maintainability.""}"
ca8d46a0ca667225194cf1c86ae6fa3b72869b69,"Scores to Label mapping (#239)",True,"The commit title suggests addressing an issue indicated by number #239","{""IsBugFix"": true, ""Reason"": ""The commit title suggests addressing an issue indicated by number #239""}"
11d5ba79d8e83a79f7e8f9cfd2515cabd63878dc,"Cross Validation and TrainTest (#212)",False,"The message refers to a method in machine learning rather than fixing a problem.","{      ""IsBugFix"": false,      ""Reason"": ""The message refers to a method in machine learning rather than fixing a problem.""  }"
9f3076df0d7a7f3ebccc53e0602fa30b90a897fc,"Cleanup SentimentPredictionTests (#260)",True,"The commit title indicates the removal of tests likely related to a bugged feature","{""IsBugFix"": true, ""Reason"": ""The commit title indicates the removal of tests likely related to a bugged feature""}"
20c36ca769d6b1f4fc816de4ae5f46266e8edd9b,"Move ZBaselines => test/BaselineOutput  and Samples/UCI => test/data (#263)",True,"Relocating files can address issues from previous commits","{""IsBugFix"": true, ""Reason"": ""Relocating files can address issues from previous commits""}"
ee7a669a4a4373deea186fe354e9a84a47b3f99b,"Enables FastTreeBinaryClassificationCategoricalSplitTest and  BinaryClassifierTesterThresholdingTest (#255)",False,"The commit message suggests adding or enabling features rather than fixing a bug.","{""IsBugFix"": false, ""Reason"": ""The commit message suggests adding or enabling features rather than fixing a bug.""}"
0233d710749c67bf8facfb98e5492fb2b70e95b4,"LinearClassifierTest And PAVCalibratorPerceptronTest being Enabled (#253)",False,"The provided text indicates test names and not a direct commit message related to bug fixing.","{""IsBugFix"": false, ""Reason"": ""The provided text indicates test names and not a direct commit message related to bug fixing.""}"
ed577123389bce76909b24ce7f7a5693549333de,"Fixes build error when path contains space on Linux (#247)",True,"Specific commit mentions fixing an error related to a known issue in the code","{""IsBugFix"": true, ""Reason"": ""Specific commit mentions fixing an error related to a known issue in the code""}"
5ff56ba765aab12f1538afef0665dd85eb90d417,"introduce IUnsupervisedLearningWithWeights (#236)",False,"The commit message references an interface/class implementation but does not indicate a fix for existing issues.","{""IsBugFix"": false, ""Reason"": ""The commit message references an interface/class implementation but does not indicate a fix for existing issues.""}"
62da34ea15c64d9828f4ca8dbc37a64a3148b52f,"Remove references to ILAsmVersion.txt from build script (#266)",True,"Removing incorrect references typically indicates a bug fix.","{""IsBugFix"": true, ""Reason"": ""Removing incorrect references typically indicates a bug fix.""}"
10508f849a8ea1692481703c1e7e6c6c8bceb4e5,"Bump master to v0.3 (#269)",False,"A version bump typically indicates release progress or versioning changes rather than a bug fix.","{""IsBugFix"": false, ""Reason"": ""A version bump typically indicates release progress or versioning changes rather than a bug fix.""}"
c259863acee3b2bea1c1cce87e8c5ce383c12852,"RocketEngine fix for selecting top learners (#270)",True,"The commit title directly references fixing a specific issue ('RocketEngine') and targets an identifier (#270) which implies it is addressing a known problem.","{     ""IsBugFix"": true,     ""Reason"": ""The commit title directly references fixing a specific issue ('RocketEngine') and targets an identifier (#270) which implies it is addressing a known problem."" }"
9d19d0e7058e328ead93f549205e5c329324ec05,"small code cleanup (#271)",True,"Code cleanups can sometimes address underlying bugs or make them easier to detect","{""IsBugFix"": true, ""Reason"": ""Code cleanups can sometimes address underlying bugs or make them easier to detect""}"
fbd4de0c9c723d11acdb00bbaf60db91f5580d6f,"Preparation for syncing sources with internal repo (#275)",False,"The commit message suggests preparation work or setup tasks rather than fixing a bug.","{""IsBugFix"": false, ""Reason"": ""The commit message suggests preparation work or setup tasks rather than fixing a bug.""}"
ba9c0f62263cc93d23b5cc84b8c67c859bab8561,"Changes to use evaluator metrics names in PipelineSweeperSupportedMetrics. Made the private const strings in two classes public. (#276)",False,"The provided change appears to be a code refactoring for clarity and documentation rather than addressing an existing bug.","{""IsBugFix"": false, ""Reason"": ""The provided change appears to be a code refactoring for clarity and documentation rather than addressing an existing bug.""}"
5dc784801f284fb42427d59451053d8ebadedc43,"add missing subcomponents to sweepers (#278)",True,"Addressing an issue in code suggests fixing a specific problem","{""IsBugFix"": true, ""Reason"": ""Addressing an issue in code suggests fixing a specific problem""}"
71e7ff32c3ef19e211448220f068b002a1630f96,"remove lotus references. (#252)",True,"Removing library or framework code can be indicative of fixing an issue related to that dependency.","{      ""IsBugFix"": true,      ""Reason"": ""Removing library or framework code can be indicative of fixing an issue related to that dependency.""  }"
fb06f38d23e5b1b40407c97f7a487efa28c8f869,"Random seed and concurrency for tests (#277)",True,"Seeding random values can fix reproducibility issues in tests, which is a common bug.","{      ""IsBugFix"": true,      ""Reason"": ""Seeding random values can fix reproducibility issues in tests, which is a common bug.""  }"
465b123f53cb56a4e6d3c355ed35373a19b88329,"Fix SupportedMetric.ByName() method (#280)",True,"The commit directly references fixing an issue (method) with a known identifier","{""IsBugFix"": true, ""Reason"": ""The commit directly references fixing an issue (method) with a known identifier""}"
4a5de18e50ff1e794c9ae9271f84850f1fb1a5a0,"ML.NET-242: FastTreeRanking per-iteration loss metrics are empty (#289)",True,"The commit title suggests a fix for the issue of empty loss metrics in iteration tracking.","{""IsBugFix"": true, ""Reason"": ""The commit title suggests a fix for the issue of empty loss metrics in iteration tracking.""}"
3730336c6dfec1ae8da637d8d9e3f7d29c34eca8,"Fixed typo in the method summary (#296)",True,"Correcting a typo is typically part of fixing known issues or bugs, even if it's as small as a misspelling.","{""IsBugFix"": true, ""Reason"": ""Correcting a typo is typically part of fixing known issues or bugs, even if it's as small as a misspelling.""}"
78810563616f3fcb0b63eb8a50b8b2e62d9d65fc,"Remove stale line of code from test. (#297)",True,"The commit message refers to removal and mentions a specific issue #297, implying it's about fixing an existing problem.","{     ""IsBugFix"": true,     ""Reason"": ""The commit message refers to removal and mentions a specific issue #297, implying it's about fixing an existing problem.""  }"
ae31bbb10246f14862315b50124a6e6ba4d4a65b,"Update release notes link to use aka.ms. (#294)",False,"Updating documentation does not fix software bugs","{""IsBugFix"": false, ""Reason"": ""Updating documentation does not fix software bugs""}"
d54869e8df827c70c97916bcd62a4ba8ffce005c,"Add release notes for ML.NET 0.2 (#301)",False,"Release notes typically summarize changes or features added in a version update.","{""IsBugFix"": false, ""Reason"": ""Release notes typically summarize changes or features added in a version update.""}"
a5faca6beac1b7b5a19e1211dfaa1e254ae1f370,"Get the cross validation macro to work with non-default column names (#291)",True,"The issue mentioned is related to a known problem in the code that requires a fix.","{""IsBugFix"": true, ""Reason"": ""The issue mentioned is related to a known problem in the code that requires a fix.""}"
ab4108d846d86389aaf04ff4b936214590974899,"update sample in README.MD with 0.2 features. (#304)",False,"Update of documentation and mentioning added features, but no direct indication of bugfix.","{""IsBugFix"": false, ""Reason"": ""Update of documentation and mentioning added features, but no direct indication of bugfix.""}"
573068557ea3d7c191fe48e5bcb98ddec40e413d,"OVA should respect normalization in underlying learner (#310)",True,"This statement indicates addressing an issue with a specific commit ID #310 suggesting it is related to fixing a bug.","{""IsBugFix"": true, ""Reason"": ""This statement indicates addressing an issue with a specific commit ID #310 suggesting it is related to fixing a bug.""}"
1bb1249b940a749f1055094469e7603b76fa9aa7,"Export to ONNX and cross-platform command-line tool to script ML.NET training and inference (#248)",False,"Describes adding functionality for cross-platform compatibility","{""IsBugFix"": false, ""Reason"": ""Describes adding functionality for cross-platform compatibility""}"
53b748dfbef82aadd3e32b828151b2c60e56ec8f,"Add Cluster evaluator (#316)",True,"The commit title references improving a specific issue number which suggests addressing a bug.","{      ""IsBugFix"": true,      ""Reason"": ""The commit title references improving a specific issue number which suggests addressing a bug.""  }"
278b1a39db84fa2d3472bac12259cbf56182c3d0,"Fixes locale dependent test output comparisons (#109)",True,"Reference to issue #109 implies addressing a specific bug","{""IsBugFix"": true, ""Reason"": ""Reference to issue #109 implies addressing a specific bug""}"
03fade654141fdafad5532808c1b83ea082e8925,"Add PartitionedFileLoader (#61)",True,"The commit's subject suggests it addresses an issue possibly related to file loading","{""IsBugFix"": true, ""Reason"": ""The commit's subject suggests it addresses an issue possibly related to file loading""}"
bcce64ea18bc4d1c599fcd05f27fdd9cf71e5008,"Remove unexisting project from solution (#335)",True,"The commit addresses the issue of an incorrect or missing configuration in the development environment","{""IsBugFix"": true, ""Reason"": ""The commit addresses the issue of an incorrect or missing configuration in the development environment""}"
20099c31a9ca2d9c50eff299b8ce6f7be5d72346,"GetSummaryDataView/Row implementation for Pca and Linear Predictors (#185)",True,"The commit message suggests a specific issue with implementations being addressed","{""IsBugFix"": true, ""Reason"": ""The commit message suggests a specific issue with implementations being addressed""}"
28c0709b425de77266f3516b8fc52c520a73c737,"Disable ordinary least squares by removing the entry point (#286)",True,"The commit suggests rectifying an issue which may be a regression or bug related to Ordinary Least Squares calculation","{""IsBugFix"": true, ""Reason"": ""The commit suggests rectifying an issue which may be a regression or bug related to Ordinary Least Squares calculation""}"
d1a350f154e46fd1db37016e624d5947b3eea1af,"add append function to pipeline (#284)",True,"The commit message suggests adding functionality which could imply fixing an issue with the current pipeline","{""IsBugFix"": true, ""Reason"": ""The commit message suggests adding functionality which could imply fixing an issue with the current pipeline""}"
45ced36fac796f307c0e67170b748fcb09625dbc,"Removed field/column name checking of input type in TextLoader.  (#327)",True,"The commit addresses a specific issue, indicated by the comment and number","{""IsBugFix"": true, ""Reason"": ""The commit addresses a specific issue, indicated by the comment and number""}"
1fc3069388565d0e602e4a8c72b5234770ff4fe5,"fix namespace issue in CSharpGenerator and some refactoring (#339)",True,"The commit message specifically mentions 'fix' which indicates a bug fix.","{""IsBugFix"": true, ""Reason"": ""The commit message specifically mentions 'fix' which indicates a bug fix.""}"
81d40a9b527bdcfeb0c863a23535c2def78c8c68,"Using named-tuple in OneToOneTransforms' constructor to make API more readable. (#324)",False,"Improving readability is generally considered a code enhancement rather than fixing an existing bug.","{""IsBugFix"": false, ""Reason"": ""Improving readability is generally considered a code enhancement rather than fixing an existing bug.""}"
f6c6f5b0ef4826844375c85438be21134fe4356d,"Minor formatting in CollectionDataSourceTests.cs (#348)",True,"The commit is related to a specific issue file which suggests fixing a bug.","{""IsBugFix"": true, ""Reason"": ""The commit is related to a specific issue file which suggests fixing a bug.""}"
f2888be60628fc978a1cb0b1c87aca4106bf29e8,"Create CalibratedPredictor instead of SchemaBindableCalibratedPredictor (#338)",True,"Mentioned changing a component which suggests there was an issue with the previous implementation","{""IsBugFix"": true, ""Reason"": ""Mentioned changing a component which suggests there was an issue with the previous implementation""}"
d91392f4a591ddcfe08eb4a509337d0416ee3612,"Remove reference and dependency on System.ValueTuple (#351)",True,"Addressing an issue in the .NET framework itself often indicates a bug fix.","{""IsBugFix"": true, ""Reason"": ""Addressing an issue in the .NET framework itself often indicates a bug fix.""}"
