Sha,Message,Predicted Label,Reasoning,Source,ParentSha,Parent2Sha,IsMerge,AuthorId,AuthorDateUtc,CommitterId,CommitterDateUtc,Work Items,Total Files,Modified Files,Added Files,Deleted Files,Total Lines,Net Lines,Added Lines,Deleted Lines,Has Added Files,Has Deleted Files,DayOfWeek,Month,Quarter,Year,Hour,TimeOfDay,Is Weekend,Actual Label
df854c6ee77d36b2e010d6fd24cb524f890a5079,better log label,False,Improving log labels is usually for better understanding rather than fixing bugs,dotnetinteractive,cea10508c6b08d58c3552997b60c156c04b05359,,False,10,2020-06-29 13:00:01-04:00,14,2020-06-29 20:16:08,0,1,1,0,0,527,-2,4,6,False,False,Monday,June,2,2020,13,Afternoon,False,
9dac611a42de58383e3b9c53d008834cc5a973a4,Merge pull request #679 from jonsequitur/update-System.CommandLine,False,There's not enough information indicating that this merge is for bugfixing purposes,dotnetinteractive,a383cc96454b02cfdb221522b5219889ada8e557,f92f6e862e5feb76aea57052e22a031576455322,True,6,2019-12-02 19:51:17-05:00,2,2019-12-03 00:51:17,1,13,13,0,0,802,0,19,19,False,False,Monday,December,4,2019,19,Evening,False,
3e46eb1e404d04d786dacd18fb6473eb9fafcb11,improved documentation on requirejs functionality,False,Improving documentation does not directly fix bugs but ensures better understanding of existing code and functionality.,dotnetinteractive,6e996280447741a9871a661b442bd131512e85e4,,False,10,2020-10-14 15:31:26-04:00,14,2020-10-14 22:10:39,0,1,1,0,0,115,29,33,4,False,False,Wednesday,October,4,2020,15,Afternoon,False,
41795c10ce423e1392c8e8cf09ac78b02f7b05c6,Switch to 1ES R&D pools on main,False,Referencing organizational structure or financial subsidiary pooling does not indicate bugfix activity.,dotnetinteractive,1332e91f4994a851dc8c3bce16a3883b33597c7c,,False,67,2021-10-04 18:59:56-04:00,6,2021-10-15 16:54:57,0,1,1,0,0,410,0,20,20,False,False,Monday,October,4,2021,18,Afternoon,False,
b8287b057e71ae0799d3c2f12f147d120b1d966d,update the help markdown,False,Updating documentation is not considered fixing a bug in code,dotnetinteractive,7e06f8d91eb71bb75c678f2510222dca01937abb,,False,8,2022-11-18 15:49:55-05:00,14,2022-11-21 15:29:09,0,2,2,0,0,12,4,10,6,False,False,Friday,November,4,2022,15,Afternoon,False,
734b46e7eb555cbae4e993d98efdc8e47a54ca39,consume F# packages from dnceng feed (#334),False,This appears related to package consumption/integration and not directly fixing a known bug.,dotnetinteractive,6a41aa5248eb13f25dc3424d059e5e0b50349617,,False,8,2020-04-03 13:17:49-04:00,2,2020-04-03 17:17:49,1,4,4,0,0,89,0,5,5,False,False,Friday,April,2,2020,13,Afternoon,False,
07977b2f577c0c9a2bc47fc2ca1df2f59a14c825,generalise approach,False,Generalization could be for performance improvements or design changes rather than fixing a specific bug,dotnetinteractive,b6defd42e85ea12ddde2a650633337752c846df4,,False,10,2024-02-29 03:37:12-05:00,14,2024-02-29 11:11:32,0,2,2,0,0,583,3,13,10,False,False,Thursday,February,1,2024,3,Night,False,
c3921864f2648da0625e45a73b580b0398c3661b,api contract file,False,Listing item does not indicate bug fix action,dotnetinteractive,7f5b626f58179f80dbe2ed46c2d220ddde6893b6,,False,14,2023-01-24 21:24:48-05:00,14,2023-01-27 16:17:16,0,1,1,0,0,12,-1,2,3,False,False,Tuesday,January,1,2023,21,Evening,False,
d96eff68a90f467afdf704a517098010ab583596,wip,False,"WIP stands for 'Work In Progress', indicating ongoing development rather than an action taken specifically for bug fixing",dotnetinteractive,b118307aa918f6060de82a1b9071f56a23730413,,False,10,2022-01-27 16:58:48-05:00,14,2022-02-02 01:13:58,0,6,6,0,0,2078,-2,15,17,False,False,Thursday,January,1,2022,16,Afternoon,False,
dfdef7c7e68e0654b24b0ba0513e395f77942e5f,add support for enum as string,False,"Adding enum as strings likely refers to enhancing the code's functionality or readability, not fixing an issue.",dotnetinteractive,85dbd3c1c746176cde188327468cb8415e7d193c,,False,10,2023-10-16 13:37:24-04:00,14,2023-10-16 19:04:47,0,2,2,0,0,534,101,111,10,False,False,Monday,October,4,2023,13,Afternoon,False,
267a1b65ecef1ca494cf57ba5227781e5b812e20,"skip fsharp for the moment, needs fsi file",False,The commit message discusses changing development tools rather than fixing an issue,dotnetinteractive,930a3ca4959ab9ec179965a07ce3fda38271ef9d,,False,10,2021-11-11 16:45:25-05:00,14,2021-11-12 16:15:01,0,1,1,0,0,338,0,1,1,False,False,Thursday,November,4,2021,16,Afternoon,False,
051bb55f4fda1c1f1a9a25834461481e4b2ccb0b,wip,False,WIP is an abbreviation for work in progress and does not specify the nature of the task,dotnetinteractive,2993d06ececaa89530cf8b9bcdd63a0b16b9607b,,False,6,2020-02-27 21:02:53-05:00,14,2020-02-28 20:50:03,0,13,13,0,0,1548,34,162,128,False,False,Thursday,February,1,2020,21,Evening,False,
b2788623a841f8ef29827f2081c18dc40f8226a3,remove requested,False,The term 'remove' by itself does not indicate fixing a bug; context is needed,dotnetinteractive,a53f1234366bef4ff44f7bba9a757e4bcda8d971,,False,15,2021-05-12 16:16:25-04:00,14,2021-06-17 18:09:27,0,3,3,0,0,733,-6,2,8,False,False,Wednesday,May,2,2021,16,Afternoon,False,
49ccf7f3a995bf06bffc79ca1ad061cc194a4023,Update dependencies from https://github.com/dotnet/arcade build 20240125.5,False,Updating dependencies is generally maintenance activity and not a direct fix for bugs.,dotnetinteractive,7b66b9f76838c0b391c3ee1827d8bccc30eecc6a,,False,23,2024-01-29 09:28:28-05:00,14,2024-02-02 00:21:48,0,2,2,0,0,25,0,3,3,False,False,Monday,January,1,2024,9,Morning,False,
4d6e4600ac8f6bfe0c507e6b9b23d5bf77a95702,Bump y18n from 3.2.1 to 3.2.2 in /src/Microsoft.DotNet.Interactive.Js,False,Version bumping is not necessarily related to fixing bugs,dotnetinteractive,ff3e2994eab6094105971100108bc0d59c370991,,False,39,2021-03-29 21:58:33-04:00,14,2021-03-30 09:27:14,0,1,1,0,0,2420,0,6,6,False,False,Monday,March,1,2021,21,Evening,False,
0b90e256d891bfd520e48bd07dda6fa2a1b3b93e,Update dependencies from https://github.com/dotnet/arcade build 20200421.14,False,Updating dependencies typically aims at ensuring compatibility or security but isn't directly fixing a bug in the code.,dotnetinteractive,edc36050a909d4343562937d3350c241ebcd5838,,False,23,2020-04-24 08:18:34-04:00,14,2020-04-25 21:51:06,0,18,18,0,0,3307,91,174,83,False,False,Friday,April,2,2020,8,Morning,False,
33787aeaa5031f4da9deff7d4557f4d78fb22345,complete router,False,The term 'complete' could imply finishing the project rather than addressing a bug,dotnetinteractive,e92d3fcabd3712ed67e40a5ca2b538df2fc512e3,,False,10,2020-02-28 11:04:08-05:00,14,2020-02-28 20:50:03,0,1,1,0,0,72,1,27,26,False,False,Friday,February,1,2020,11,Morning,False,
8fbdd2b91586e2a097b4b1a1e86560878c19d029,Merge pull request #237 from jonsequitur/PowerShellKernel.TryGetVariable,False,A merge of a PR does not inherently indicate bugfixing without context on the changes,dotnetinteractive,9c75451648f50d755ccf439650d07c8b1ca5c342,55db0a24e74b01d29e6521f15545bf853b1dd28a,True,6,2020-03-04 21:05:12-05:00,2,2020-03-05 02:05:12,1,1,1,0,0,235,8,8,0,False,False,Wednesday,March,1,2020,21,Evening,False,
e23b2ae3de1e8ccc06f951173df4354d7074f9de,set virtual workspace support flag to false,False,Turning off a support typically doesn't fix an existing problem but may be part of a feature removal or refactor.,dotnetinteractive,ec29bba0fc8fa5f1a1b5003d036c8f1c89d0ec61,,False,8,2021-05-19 16:20:09-04:00,14,2021-05-25 19:12:36,0,2,2,0,0,814,2,4,2,False,False,Wednesday,May,2,2021,16,Afternoon,False,
80f35d12d2386c0b27b6f3ff6cd3f1d69d96ca9b,Update README.md (#2298),False,README.md updates usually pertain to documentation rather than fixing code issues.,dotnetinteractive,25dfba68cf377c4cadc145de27300ed2ca09d00a,,False,84,2022-09-29 17:24:54-04:00,2,2022-09-29 21:24:54,1,1,1,0,0,124,0,1,1,False,False,Thursday,September,3,2022,17,Afternoon,False,
36d2bc6edb96e785ff02a3662e8ede69b279538c,Update README.md,False,Updating documentation does not classify as fixing code bugs,dotnetinteractive,ce5ddb4d333728c1b0cd5beb9ff0e1a83ecb7f5b,,False,10,2021-01-11 06:16:02-05:00,2,2021-01-11 11:16:02,0,1,1,0,0,64,0,1,1,False,False,Monday,January,1,2021,6,Night,False,
28ad724c90ce992dae6601c39711d974df5ca556,PR feedback,False,The statement is too generic and doesn't indicate any code change,dotnetinteractive,ec8101c87242eca09c64b4e54c19747e4b5223dc,,False,10,2020-06-05 03:09:19-04:00,14,2020-06-05 19:42:30,0,3,3,0,0,517,4,15,11,False,False,Friday,June,2,2020,3,Night,False,
8035dd9dc45920acacba572d5cec2f3f3e4f1aeb,create kernel objects to simplify api calls,False,Creating objects for API simplification doesn't indicate fixing existing bugs.,dotnetinteractive,b60c868cab03cc4ecfe51eedf80615f836d65deb,,False,10,2020-03-03 07:01:11-05:00,14,2020-03-03 19:31:05,0,5,4,1,0,354,125,160,35,True,False,Tuesday,March,1,2020,7,Morning,False,
2954e64a2c7e1380a10af46b8305a016df22711d,I have been given super powers,False,Superpowers are unrelated to software development and do not indicate fixing a bug.,dotnetinteractive,29e011082eca13e17cc5547a0541ad00343f61e6,,False,10,2020-08-25 19:09:32-04:00,14,2020-08-25 23:43:14,0,1,1,0,0,138,5,5,0,False,False,Tuesday,August,3,2020,19,Evening,False,
d58a3db46eb8c9a68dc8115652389f6ad5457d92,Merge pull request #760 from colombod/feature/tool_pacakge_rename,False,The context provided does not specify if the merge includes a bugfix; only the repository and PR number are mentioned.,dotnetinteractive,dddd3a6da0c5d77d5641aeedf9ed462b4f7f7983,9477d7875450e986ef8ddb71924b347a8c82a33b,True,14,2020-01-22 15:46:55-05:00,2,2020-01-22 20:46:55,1,5,5,0,0,320,0,6,6,False,False,Wednesday,January,1,2020,15,Afternoon,False,
1e47d607a3f750065547b105c73d3629bd6f5ac2,Move all http parser source files to a sub-folder.,False,Moving files structure is typically related to improving organization rather than fixing bugs,dotnetinteractive,44c63bd5c818ebbd226734793c9559c98bb38f7f,,False,88,2023-09-01 15:23:30-04:00,89,2023-09-01 20:22:58,0,35,35,0,0,2349,-8,2,10,False,False,Friday,September,3,2023,15,Afternoon,False,
ab3ad735cc55cc7b133631d8468060a614223926,delete my binder,False,The command does not imply fixing any software issues,dotnetinteractive,1413e87ca47887468d61eb11b7d8abe83da4a2be,,False,14,2023-02-06 14:49:09-05:00,6,2023-02-06 23:13:42,0,13,8,0,5,2562,-6,928,934,False,True,Monday,February,1,2023,14,Afternoon,False,
f2ed4dc01afb95c7cb01ef5a038b3e1f91ef785f,Update docs/NotebookswithJupyter.md,False,Documentation updating is not directly fixing bugs but improving clarity and usability.,dotnetinteractive,4039b7a9a75b871c0e99455850960870121652c3,,False,5,2021-06-18 14:51:17-04:00,6,2021-06-18 20:19:59,0,1,1,0,0,73,-1,1,2,False,False,Friday,June,2,2021,14,Afternoon,False,
b6761f6bc4469ca71b6ec2d8a40010b4b6b297af,display the value if a mime type is specified,False,The commit message suggests adding functionality rather than addressing an existing issue or bug,dotnetinteractive,1fad01359631d3bcb07e234746f745eeaba2ffec,,False,6,2020-07-08 18:50:21-04:00,6,2020-07-10 01:46:20,0,4,4,0,0,539,36,46,10,False,False,Wednesday,July,3,2020,18,Afternoon,False,
b72e199d0d854bd532a8103ce626a5aab4a71c07,Release 1.76 (#2788),False,A release number and issue count does not indicate whether it's a bugfix commit,dotnetinteractive,1156c7bebadf9da4c6205081c1569d2cde2eeeaf,,False,10,2023-03-02 14:27:19-05:00,2,2023-03-02 19:27:19,1,11,11,0,0,36194,26,59,33,False,False,Thursday,March,1,2023,14,Afternoon,False,
3306789dd160d7097b4b81f2c2ee85831e47ad56,consolidate versions,False,Consolidating versions likely deals with version management rather than fixing bugs,dotnetinteractive,01af12852717cda7b32cf92260cd3a6df05493bb,,False,14,2020-10-08 17:37:26-04:00,14,2020-10-14 22:10:39,0,1,1,0,0,53,0,2,2,False,False,Thursday,October,4,2020,17,Afternoon,False,
721d5b30c704f7105b1a209bdf96d6084cd27246,update to latest stable F# bits (#1686),False,Updating libraries typically does not fix existing bugs unless explicitly stated as bugfix commit.,dotnetinteractive,98804eeccfb503be6beb242c7b1d50623e650138,,False,8,2021-11-02 19:11:42-04:00,2,2021-11-02 23:11:42,1,5,5,0,0,2198,1,30,29,False,False,Tuesday,November,4,2021,19,Evening,False,
5505bd3d553c8fd2569358c073878afa371709ca,Update dependencies from https://github.com/dotnet/arcade build 20200307.1,False,Changing dependencies does not necessarily fix a bug.,dotnetinteractive,e1bdb470ba26c6f09c03a11c654056c3a2e3f91a,,False,23,2020-03-08 08:20:56-04:00,14,2020-03-09 15:58:55,0,2,2,0,0,22,0,3,3,False,False,Sunday,March,1,2020,8,Morning,True,
235087160cfcdd66301d33eb9219cb6fa708901b,additional feedback,False,The term 'feedback' is too ambiguous and does not specifically indicate a bug fix,dotnetinteractive,ac4d70a3fa7a8e4262b84b8e2bc0be6844d605d7,,False,10,2020-04-01 12:09:17-04:00,6,2020-04-01 17:02:18,0,2,2,0,0,79,0,7,7,False,False,Wednesday,April,2,2020,12,Morning,False,
6cf1dd2edd3ade8fc961e1cf0a0b423888a0e7bb,Aspnet.core uses dib,False,The statement references 'dib' which doesn't indicate a known fix for a bug.,dotnetinteractive,ca383f1eb8d5fbd24f79e67c55204622536a786f,,False,10,2023-09-25 17:36:04-04:00,14,2023-09-25 23:21:09,0,4,3,1,0,271,4,11,7,True,False,Monday,September,3,2023,17,Afternoon,False,
62adf0b339271922956dd7ab8b6bc9fc2b05d876,rename method,False,Renaming a method usually doesn't fix a bug but perhaps improve code readability or maintainability,dotnetinteractive,815188fd555f188a8d6a9cb1d98aa0a2259eea2f,,False,10,2023-10-04 20:02:48-04:00,14,2023-10-05 02:00:46,0,1,1,0,0,13,0,1,1,False,False,Wednesday,October,4,2023,20,Evening,False,
36f4e72cb9c2dafd05adae7361ecea4201c05822,pr feedback,False,"Pr stands for 'pull request', which is related to code review or contribution but does not specify the nature of changes as bug fix.",dotnetinteractive,6ac408613bb46483a411b7c85f58d0717674763d,,False,10,2020-08-04 12:18:35-04:00,14,2020-08-04 18:12:21,0,1,1,0,0,547,0,3,3,False,False,Tuesday,August,3,2020,12,Morning,False,
df8cebb669ef828684be1d4ae49f436fd66cf7b9,Configure LUT's shadow copying to include all outputs for the app project.,False,The commit message discusses configuration settings which doesn't necessarily imply fixing a pre-existing bug,dotnetinteractive,8940d7b65be9a06ff7ec099295ad727d2d9152a1,,False,88,2024-01-11 00:18:59-05:00,14,2024-01-11 15:25:45,0,1,1,0,0,201,4,4,0,False,False,Thursday,January,1,2024,0,,False,
8e048bbbb78db2edd49b1ec8a497bc7cce1871f8,Update dependencies from https://github.com/dotnet/arcade build 20200626.2,False,Updating dependencies typically aims at improving performance or compatibility rather than fixing bugs.,dotnetinteractive,6d4a611ea1488e5d33fb1a86e76fe38d57aa100c,,False,23,2020-06-27 08:08:27-04:00,14,2020-06-27 13:23:25,0,4,4,0,0,101,0,5,5,False,False,Saturday,June,2,2020,8,Morning,True,
bc2a0281ae0a1a3775d22e63a2541c27b9e8e3d4,Merge pull request #2811 from corivera/corivera/fullToolPath,False,"The commit is a merge pull request, not indicative of bugfixing without further context",dotnetinteractive,95e01dfc77d1b16613b09f6ae38e73daf5d4f0cd,1049447dfbe049b5e34eb17bc87fcd6465358de9,True,6,2023-03-08 22:22:37-05:00,2,2023-03-09 03:22:37,1,2,2,0,0,67,6,8,2,False,False,Wednesday,March,1,2023,22,Evening,False,
e29e2ddbd4d2384571cdf75835644cd1980a85e3,Setup and install instructions,False,Content appears related to documentation rather than code changes indicating bug fixes,dotnetinteractive,5f07bb2a187499a618720d10a2950b66aabfbd3e,,False,5,2019-05-03 15:21:01-04:00,5,2019-05-03 19:21:01,0,1,1,0,0,39,8,14,6,False,False,Friday,May,2,2019,15,Afternoon,False,
79d3f00b954ee8535c48679ce1500582a00a9905,share ncrunch configuration (#739),False,This appears to be related to a tool or application configuration rather than fixing code bugs.,dotnetinteractive,784c893fbcda767a3aa81603171c3f5463154d63,,False,10,2020-01-12 11:35:49-05:00,6,2020-01-12 16:35:49,1,3,1,2,0,393,13,14,1,True,False,Sunday,January,1,2020,11,Morning,True,
5da01dde3182f19d54ab01ca693adef63b4381d2,locked tool,False,The term 'locked' is ambiguous and does not provide sufficient context to determine if it was used as a bug fix.,dotnetinteractive,f04c79ec84beec7dfd8484f993bcea8f6e224a65,,False,14,2021-08-05 07:55:58-04:00,14,2021-08-05 13:00:47,0,2,2,0,0,942,0,3,3,False,False,Thursday,August,3,2021,7,Morning,False,
f072d1bdb332156c7d7defdf26340ec909ae25a9,add explicit reference to updated newtonsoft.json package (#2161),False,The commit message implies a dependency update rather than fixing an existing bug.,dotnetinteractive,5d7f5466c5797232a4cf83aae9c2f9fc16046e89,,False,8,2022-07-22 16:33:57-04:00,2,2022-07-22 20:33:57,1,2,2,0,0,148,1,2,1,False,False,Friday,July,3,2022,16,Afternoon,False,
7681773090f9321669a66630c7077ad620936b0a,Update issue templates,False,"Updating templates is related to improving documentation or workflow, not directly fixing bugs.",dotnetinteractive,6a908546ae039be68ded8dc5bf606d997da2f832,,False,5,2018-09-28 15:38:22-04:00,5,2018-09-28 19:38:22,0,1,0,1,0,33,33,33,0,True,False,Friday,September,3,2018,15,Afternoon,False,
7e85d8ac3ec380d8b6e0039051b5e41782f5c898,Merge pull request #761 from colombod/feature/code_submission_after_nuget,False,The commit title and repository name suggest a feature related to code submission method changes using NuGet.,dotnetinteractive,d58a3db46eb8c9a68dc8115652389f6ad5457d92,35f021f09eeb85a106a2024ea99d0a262a9f4cbe,True,10,2020-01-22 17:05:52-05:00,2,2020-01-22 22:05:52,1,3,3,0,0,1233,50,53,3,False,False,Wednesday,January,1,2020,17,Afternoon,False,
845d965b41d3001fbe23984520a99390935e73bb,Update package.json,False,Updating 'package.json' generally involves updating dependencies or project configuration and doesn't directly imply a bug fix.,dotnetinteractive,a4a51a7e1516ebd43c15f47a94a7dd10a26b56bb,,False,10,2020-06-29 17:36:41-04:00,2,2020-06-29 21:36:41,0,1,1,0,0,247,0,1,1,False,False,Monday,June,2,2020,17,Afternoon,False,
