Sha,ParentSha,Parent2Sha,IsMerge,AuthorId,AuthorDateUtc,CommitterId,CommitterDateUtc,Message,Work Items,Total Files,Modified Files,Added Files,Deleted Files,Total Lines,Net Lines,Added Lines,Deleted Lines,Source
6d5a41d39face9e98c242d3db3ff10ea8e233cc1,160e9e404cf810357358b397562d0b17363f68c8,,False,26,2018-05-15 00:26:16,7,2018-05-15 00:26:16,CollectionDataSource (train on top of memory collection instead of loading data from file) (#106),1,7,4,3,0,37104,398,400,2,mlnet
52ea9627161d3b3e069b2ce7453bf0feeace59ec,6d5a41d39face9e98c242d3db3ff10ea8e233cc1,,False,25,2018-05-15 00:53:20,7,2018-05-15 00:53:20,Prevent learning pipeline from adding null transform model to the pipeline (#154),1,2,2,0,0,336,39,40,1,mlnet
83f9bac40939d3fe3485059710f5bd4456bcf02e,52ea9627161d3b3e069b2ce7453bf0feeace59ec,,False,27,2018-05-15 02:22:39,7,2018-05-15 02:22:39,Added Microsoft.ML.Benchmarks Project (#62),1,4,1,3,0,461,226,226,0,mlnet
436700aadf615e7f05a22925476cc441c63a919d,83f9bac40939d3fe3485059710f5bd4456bcf02e,,False,4,2018-05-15 16:04:39,7,2018-05-15 16:04:39,Publishing nuget packages to myget feed. (#155),1,3,3,0,0,349,51,63,12,mlnet
efa264435b8d3121f5e0e9514cd5dfa158ce3741,436700aadf615e7f05a22925476cc441c63a919d,,False,22,2018-05-16 20:47:56,7,2018-05-16 20:47:56,"Fix a bug in Tree leaf featurizer entry point, and add a test for it. (#131)",1,3,3,0,0,3432,68,75,7,mlnet
c5d168d1b0f9d26ab0443e8bc7c2a820a970de43,efa264435b8d3121f5e0e9514cd5dfa158ce3741,,False,26,2018-05-16 21:49:40,7,2018-05-16 21:49:40,no need to add combiner if you don't have transforms. (#172),1,3,3,0,0,794,37,46,9,mlnet
616e75f779f66554e4fe22d14540be121061b383,c5d168d1b0f9d26ab0443e8bc7c2a820a970de43,,False,28,2018-05-17 01:34:44,10,2018-05-17 01:34:44,"Change ""Documentation"" folder to ""docs"" (#87)",1,10,10,0,0,1055,1,11,10,mlnet
ae1ecefce576baed2419bd61f5782489d94d1821,616e75f779f66554e4fe22d14540be121061b383,,False,5,2018-05-17 02:10:30,15,2018-05-17 02:10:30,Fixed RandomUtils.NextFloat() extension methods (#177),1,8,8,0,0,4836,-10,10,20,mlnet
720ecdc4d5e4540667901a549ac57079123639a3,ae1ecefce576baed2419bd61f5782489d94d1821,,False,4,2018-05-17 17:43:21,7,2018-05-17 17:43:21,Support packages.config (#165),1,3,1,2,0,59,42,42,0,mlnet
f16737ca7ed06ef7c836fe59ad3288b573a9d70b,720ecdc4d5e4540667901a549ac57079123639a3,,False,29,2018-05-19 17:21:00,30,2018-05-19 17:21:00,"Compile CpuMathNative and FastTreeNative with charset=utf-8, fix for issue #78 (#187)",2,1,1,0,0,182,1,1,0,mlnet
3f586bda6098654f52a9c4e11ee6887c3984b519,f16737ca7ed06ef7c836fe59ad3288b573a9d70b,,False,26,2018-05-21 16:47:56,7,2018-05-21 16:47:56,handle boolean type in construction utils. (#183),1,4,4,0,0,1372,86,88,2,mlnet
86f5ee663611f6c97ddb87be1150601018d74b4b,3f586bda6098654f52a9c4e11ee6887c3984b519,,False,25,2018-05-22 02:32:49,7,2018-05-22 02:32:49,Code generate TextLoader API and enhance it with convenience API. (#142),1,22,20,1,1,46306,1290,1579,289,mlnet
3012428bdf2629c991f1dd90eac7d424b20a2fcf,86f5ee663611f6c97ddb87be1150601018d74b4b,,False,15,2018-05-22 21:36:41,30,2018-05-22 21:36:41,Migration of first `IDataView` docs (#173),1,9,1,8,0,2704,2657,2658,1,mlnet
7a5b303a6bf4fe8c2d32b63c8cb74c60624b909b,3012428bdf2629c991f1dd90eac7d424b20a2fcf,,False,31,2018-05-23 14:30:10,10,2018-05-23 14:30:10,Added Block Size Checks for ParquetLoader (#120),1,2,2,0,0,1587,38,49,11,mlnet
2207a270d088581ca7649ff4a448346941dfd605,7a5b303a6bf4fe8c2d32b63c8cb74c60624b909b,,False,32,2018-05-23 16:20:17,7,2018-05-23 16:20:17,Adding support for training metrics in PipelineSweeperMacro + new graph variable outputs (#152),1,7,7,0,0,3243,121,506,385,mlnet
73d894beec9cb0501ffebd3b958c255d3a4da0b8,2207a270d088581ca7649ff4a448346941dfd605,,False,22,2018-05-23 18:30:03,7,2018-05-23 18:30:03,CV macro with stratification column doesn't work (#213),1,2,2,0,0,506,69,70,1,mlnet
76393f424e6f3f37f5db73a5b4f8dc6747201ffa,73d894beec9cb0501ffebd3b958c255d3a4da0b8,,False,33,2018-05-23 18:44:22,26,2018-05-23 18:44:22,Fixes build errors caused by spaces in the project path (#196),1,4,4,0,0,246,0,9,9,mlnet
d51321cb2c1e6c35639f00e777b4415901c55f50,76393f424e6f3f37f5db73a5b4f8dc6747201ffa,,False,26,2018-05-23 23:22:12,7,2018-05-23 23:22:12,switch housing dataset to wine (#170),1,6,6,0,0,4281,51,68,17,mlnet
2bbef1726bda3d60627399b8c4457244597b72ae,d51321cb2c1e6c35639f00e777b4415901c55f50,,False,34,2018-05-24 16:39:51,26,2018-05-24 16:39:51,Prevent annoying error in VSmac (#219),1,7,7,0,0,149,7,9,2,mlnet
35b8134e9d1621783aef5f55afe67daad1aeea81,2bbef1726bda3d60627399b8c4457244597b72ae,,False,22,2018-05-24 17:51:23,26,2018-05-24 17:51:23,Remove label requirement for PCA anomaly detector entry point. (#221),1,5,5,0,0,40815,268,287,19,mlnet
b6e9e74944682b70ab2ece56de2723ee7f69ca53,35b8134e9d1621783aef5f55afe67daad1aeea81,,False,26,2018-05-24 20:16:21,7,2018-05-24 20:16:21,Don't create parallel cursor if we have only one element in dataview (#197),1,2,2,0,0,1287,0,10,10,mlnet
9b23dd9d3257ddf716732e0fa627191e67df6714,b6e9e74944682b70ab2ece56de2723ee7f69ca53,,False,22,2018-05-24 21:47:35,7,2018-05-24 21:47:35,Combine the fold metrics into one data view in CV macro. (#207),1,18,18,0,0,49855,685,1350,665,mlnet
5ebf6147f4b7a684be5b667bc05efd01af2a76ec,9b23dd9d3257ddf716732e0fa627191e67df6714,,False,19,2018-05-24 22:05:43,15,2018-05-24 22:05:43,Enabling FastTreeBinaryClassificationNoOpGroupIdTest (#227),1,7,1,6,0,3192,1518,1519,1,mlnet
b069ba23ceecff4a93fd14dc297166fb03941032,5ebf6147f4b7a684be5b667bc05efd01af2a76ec,,False,19,2018-05-24 22:06:07,15,2018-05-24 22:06:07,Enables FastTreeHighMinDocsTest (#228),1,7,1,6,0,3192,1518,1519,1,mlnet
38cd636ec842b0da9c0a2bf085719bd973d10f76,b069ba23ceecff4a93fd14dc297166fb03941032,,False,19,2018-05-24 22:07:41,15,2018-05-24 22:07:41,Enables RandomCalibratorPerceptronTest (#231),1,25,1,24,0,7701,6027,6041,14,mlnet
5860a4edd08e125281fca499dc039de80baccd90,38cd636ec842b0da9c0a2bf085719bd973d10f76,,False,19,2018-05-24 22:08:54,15,2018-05-24 22:08:54,Enables Calibrators Tests for Linear Svm (#233),1,25,1,24,0,7712,6025,6036,11,mlnet
b1bbceb9986f5c6d35479fcfcfbbd72488afecfe,5860a4edd08e125281fca499dc039de80baccd90,,False,26,2018-05-24 22:53:55,30,2018-05-24 22:53:55,Add examples for clustering (#222),1,2,1,1,0,141,122,122,0,mlnet
5d368b801fac6dfa8f0200d777192f038004d514,b1bbceb9986f5c6d35479fcfcfbbd72488afecfe,,False,35,2018-05-25 16:32:54,25,2018-05-25 16:32:54,"Change ""Documentation"" folder to ""docs"" (#240)",1,1,1,0,0,243,0,1,1,mlnet
ca8d46a0ca667225194cf1c86ae6fa3b72869b69,5d368b801fac6dfa8f0200d777192f038004d514,,False,25,2018-05-25 23:04:07,7,2018-05-25 23:04:07,Scores to Label mapping (#239),1,4,4,0,0,693,53,61,8,mlnet
11d5ba79d8e83a79f7e8f9cfd2515cabd63878dc,ca8d46a0ca667225194cf1c86ae6fa3b72869b69,,False,25,2018-05-28 15:43:13,7,2018-05-28 15:43:13,Cross Validation and TrainTest (#212),1,26,24,2,0,46833,1397,1917,520,mlnet
9f3076df0d7a7f3ebccc53e0602fa30b90a897fc,11d5ba79d8e83a79f7e8f9cfd2515cabd63878dc,,False,26,2018-05-29 18:54:02,7,2018-05-29 18:54:02,Cleanup SentimentPredictionTests (#260),1,1,1,0,0,314,-147,146,293,mlnet
20c36ca769d6b1f4fc816de4ae5f46266e8edd9b,9f3076df0d7a7f3ebccc53e0602fa30b90a897fc,,False,35,2018-05-29 23:50:42,15,2018-05-29 23:50:42,Move ZBaselines => test/BaselineOutput  and Samples/UCI => test/data (#263),1,203,202,0,1,122339,-3,15,18,mlnet
ee7a669a4a4373deea186fe354e9a84a47b3f99b,20c36ca769d6b1f4fc816de4ae5f46266e8edd9b,,False,19,2018-05-30 06:00:28,15,2018-05-30 06:00:28,Enables FastTreeBinaryClassificationCategoricalSplitTest and  BinaryClassifierTesterThresholdingTest (#255),1,87,7,80,0,280418,273880,273909,29,mlnet
0233d710749c67bf8facfb98e5492fb2b70e95b4,ee7a669a4a4373deea186fe354e9a84a47b3f99b,,False,19,2018-05-30 06:01:35,15,2018-05-30 06:01:35,LinearClassifierTest And PAVCalibratorPerceptronTest being Enabled (#253),1,73,1,72,0,19770,18078,18080,2,mlnet
ed577123389bce76909b24ce7f7a5693549333de,0233d710749c67bf8facfb98e5492fb2b70e95b4,,False,33,2018-05-30 16:36:52,15,2018-05-30 16:36:52,Fixes build error when path contains space on Linux (#247),1,4,4,0,0,303,0,14,14,mlnet
5ff56ba765aab12f1538afef0665dd85eb90d417,ed577123389bce76909b24ce7f7a5693549333de,,False,26,2018-05-30 17:07:27,7,2018-05-30 17:07:27,introduce IUnsupervisedLearningWithWeights (#236),1,5,5,0,0,27967,47,55,8,mlnet
62da34ea15c64d9828f4ca8dbc37a64a3148b52f,5ff56ba765aab12f1538afef0665dd85eb90d417,,False,33,2018-05-30 17:17:48,25,2018-05-30 17:17:48,Remove references to ILAsmVersion.txt from build script (#266),1,2,2,0,0,273,-4,0,4,mlnet
10508f849a8ea1692481703c1e7e6c6c8bceb4e5,62da34ea15c64d9828f4ca8dbc37a64a3148b52f,,False,4,2018-05-30 20:17:44,7,2018-05-30 20:17:44,Bump master to v0.3 (#269),1,1,1,0,0,8,0,2,2,mlnet
c259863acee3b2bea1c1cce87e8c5ce383c12852,10508f849a8ea1692481703c1e7e6c6c8bceb4e5,,False,32,2018-05-30 21:45:15,7,2018-05-30 21:45:15,RocketEngine fix for selecting top learners (#270),1,2,2,0,0,839,-11,5,16,mlnet
9d19d0e7058e328ead93f549205e5c329324ec05,c259863acee3b2bea1c1cce87e8c5ce383c12852,,False,26,2018-05-30 23:09:01,30,2018-05-30 23:09:01,small code cleanup (#271),1,10,10,0,0,4419,-5,41,46,mlnet
fbd4de0c9c723d11acdb00bbaf60db91f5580d6f,9d19d0e7058e328ead93f549205e5c329324ec05,,False,26,2018-05-31 18:24:08,7,2018-05-31 18:24:08,Preparation for syncing sources with internal repo (#275),1,1,1,0,0,309,10,11,1,mlnet
ba9c0f62263cc93d23b5cc84b8c67c859bab8561,fbd4de0c9c723d11acdb00bbaf60db91f5580d6f,,False,32,2018-05-31 19:09:53,7,2018-05-31 19:09:53,Changes to use evaluator metrics names in PipelineSweeperSupportedMetrics. Made the private const strings in two classes public. (#276),1,3,3,0,0,2809,1,106,105,mlnet
5dc784801f284fb42427d59451053d8ebadedc43,ba9c0f62263cc93d23b5cc84b8c67c859bab8561,,False,26,2018-05-31 21:07:00,7,2018-05-31 21:07:00,add missing subcomponents to sweepers (#278),1,3,3,0,0,552,0,10,10,mlnet
71e7ff32c3ef19e211448220f068b002a1630f96,5dc784801f284fb42427d59451053d8ebadedc43,,False,25,2018-05-31 21:14:25,7,2018-05-31 21:14:25,remove lotus references. (#252),1,9,8,0,1,12209,-6454,2,6456,mlnet
fb06f38d23e5b1b40407c97f7a487efa28c8f869,71e7ff32c3ef19e211448220f068b002a1630f96,,False,26,2018-05-31 22:51:34,7,2018-05-31 22:51:34,Random seed and concurrency for tests (#277),1,5,4,1,0,776,29,55,26,mlnet
465b123f53cb56a4e6d3c355ed35373a19b88329,fb06f38d23e5b1b40407c97f7a487efa28c8f869,,False,32,2018-06-01 18:37:32,7,2018-06-01 18:37:32,Fix SupportedMetric.ByName() method (#280),1,2,2,0,0,1244,23,27,4,mlnet
4a5de18e50ff1e794c9ae9271f84850f1fb1a5a0,465b123f53cb56a4e6d3c355ed35373a19b88329,,False,36,2018-06-04 19:54:21,6,2018-06-04 19:54:21,ML.NET-242: FastTreeRanking per-iteration loss metrics are empty (#289),1,1,1,0,0,1112,3,3,0,mlnet
3730336c6dfec1ae8da637d8d9e3f7d29c34eca8,4a5de18e50ff1e794c9ae9271f84850f1fb1a5a0,,False,37,2018-06-04 20:36:22,25,2018-06-04 20:36:22,Fixed typo in the method summary (#296),1,1,1,0,0,116,0,1,1,mlnet
78810563616f3fcb0b63eb8a50b8b2e62d9d65fc,3730336c6dfec1ae8da637d8d9e3f7d29c34eca8,,False,25,2018-06-04 22:55:34,7,2018-06-04 22:55:34,Remove stale line of code from test. (#297),1,1,1,0,0,313,-1,1,2,mlnet
ae31bbb10246f14862315b50124a6e6ba4d4a65b,78810563616f3fcb0b63eb8a50b8b2e62d9d65fc,,False,4,2018-06-04 23:54:01,30,2018-06-04 23:54:01,Update release notes link to use aka.ms. (#294),1,1,1,0,0,48,0,1,1,mlnet
d54869e8df827c70c97916bcd62a4ba8ffce005c,ae31bbb10246f14862315b50124a6e6ba4d4a65b,,False,9,2018-06-05 08:13:03,6,2018-06-05 08:13:03,Add release notes for ML.NET 0.2 (#301),1,1,0,1,0,95,95,95,0,mlnet
a5faca6beac1b7b5a19e1211dfaa1e254ae1f370,d54869e8df827c70c97916bcd62a4ba8ffce005c,,False,22,2018-06-05 17:17:21,7,2018-06-05 17:17:21,Get the cross validation macro to work with non-default column names (#291),1,9,9,0,0,42749,372,439,67,mlnet
ab4108d846d86389aaf04ff4b936214590974899,a5faca6beac1b7b5a19e1211dfaa1e254ae1f370,,False,25,2018-06-05 17:31:36,7,2018-06-05 17:31:36,update sample in README.MD with 0.2 features. (#304),1,1,1,0,0,99,0,2,2,mlnet
573068557ea3d7c191fe48e5bcb98ddec40e413d,ab4108d846d86389aaf04ff4b936214590974899,,False,26,2018-06-05 23:40:29,7,2018-06-05 23:40:29,OVA should respect normalization in underlying learner (#310),1,2,2,0,0,1358,62,65,3,mlnet
1bb1249b940a749f1055094469e7603b76fa9aa7,573068557ea3d7c191fe48e5bcb98ddec40e413d,,False,25,2018-06-06 18:50:08,7,2018-06-06 18:50:08,Export to ONNX and cross-platform command-line tool to script ML.NET training and inference (#248),1,20,15,5,0,48136,2099,5446,3347,mlnet
53b748dfbef82aadd3e32b828151b2c60e56ec8f,1bb1249b940a749f1055094469e7603b76fa9aa7,,False,26,2018-06-06 19:49:37,7,2018-06-06 19:49:37,Add Cluster evaluator (#316),1,6,4,2,0,749,190,197,7,mlnet
278b1a39db84fa2d3472bac12259cbf56182c3d0,53b748dfbef82aadd3e32b828151b2c60e56ec8f,,False,38,2018-06-07 04:07:02,10,2018-06-07 04:07:02,Fixes locale dependent test output comparisons (#109),1,1,1,0,0,88,7,7,0,mlnet
03fade654141fdafad5532808c1b83ea082e8925,278b1a39db84fa2d3472bac12259cbf56182c3d0,,False,39,2018-06-07 17:03:02,10,2018-06-07 17:03:02,Add PartitionedFileLoader (#61),1,29,7,22,0,42314,1579,1922,343,mlnet
bcce64ea18bc4d1c599fcd05f27fdd9cf71e5008,03fade654141fdafad5532808c1b83ea082e8925,,False,26,2018-06-08 17:45:01,7,2018-06-08 17:45:01,Remove unexisting project from solution (#335),1,1,1,0,0,250,-3,0,3,mlnet
20099c31a9ca2d9c50eff299b8ce6f7be5d72346,bcce64ea18bc4d1c599fcd05f27fdd9cf71e5008,,False,40,2018-06-08 18:37:47,15,2018-06-08 18:37:47,GetSummaryDataView/Row implementation for Pca and Linear Predictors (#185),1,32,6,26,0,22248,15084,15142,58,mlnet
28c0709b425de77266f3516b8fc52c520a73c737,20099c31a9ca2d9c50eff299b8ce6f7be5d72346,,False,26,2018-06-09 02:37:46,15,2018-06-09 02:37:46,Disable ordinary least squares by removing the entry point (#286),1,4,4,0,0,39320,-259,36,295,mlnet
d1a350f154e46fd1db37016e624d5947b3eea1af,28c0709b425de77266f3516b8fc52c520a73c737,,False,26,2018-06-11 18:01:37,15,2018-06-11 18:01:37,add append function to pipeline (#284),1,3,3,0,0,611,27,30,3,mlnet
45ced36fac796f307c0e67170b748fcb09625dbc,d1a350f154e46fd1db37016e624d5947b3eea1af,,False,5,2018-06-11 19:50:47,7,2018-06-11 19:50:47,Removed field/column name checking of input type in TextLoader.  (#327),1,2,2,0,0,462,11,13,2,mlnet
1fc3069388565d0e602e4a8c72b5234770ff4fe5,45ced36fac796f307c0e67170b748fcb09625dbc,,False,26,2018-06-12 17:20:33,7,2018-06-12 17:20:33,fix namespace issue in CSharpGenerator and some refactoring (#339),1,12,10,2,0,20870,-33,978,1011,mlnet
81d40a9b527bdcfeb0c863a23535c2def78c8c68,1fc3069388565d0e602e4a8c72b5234770ff4fe5,,False,5,2018-06-12 20:12:44,7,2018-06-12 20:12:44,Using named-tuple in OneToOneTransforms' constructor to make API more readable. (#324),1,6,6,0,0,17641,2,190,188,mlnet
f6c6f5b0ef4826844375c85438be21134fe4356d,81d40a9b527bdcfeb0c863a23535c2def78c8c68,,False,30,2018-06-12 23:22:43,5,2018-06-12 23:22:43,Minor formatting in CollectionDataSourceTests.cs (#348),1,1,1,0,0,209,0,3,3,mlnet
